Gene.symbol	logFC	P.Value	adj.P.Val
ADAM17	0.19210944531339003	3.155931754612947e-14	7.063358381856882e-14
MPL	-0.21044415342205092	3.19426074803388e-14	7.147180350282286e-14
ZNF267	0.2498401316616654	3.224930204997767e-14	7.21382273964502e-14
FBXL6	0.3210248986214497	3.316278604379161e-14	7.416123585918161e-14
FADS3	0.3228063820461502	3.424606009486777e-14	7.656272804199656e-14
ACBD4	-0.22894570227190236	3.47802771871447e-14	7.773573197971536e-14
NSUN3	-0.22719920745789235	3.516034534262144e-14	7.855892215906052e-14
TMEM126B	0.24498305474594417	3.5167866981992e-14	7.855892215906052e-14
SNAPC1	0.2410798987125533	3.662973561195619e-14	8.180205960587311e-14
SLC27A2	-0.5113818445942204	3.668198411998359e-14	8.189629824486199e-14
NDUFB11	0.24162156650970346	3.738296130827435e-14	8.343844198880518e-14
VWA1	0.28620137137145907	3.742256077152149e-14	8.350395611367159e-14
KLK8	0.4773863052219509	3.850852511826554e-14	8.590363295613083e-14
KRT6A	0.5804685190230527	3.877415724287778e-14	8.647252527975125e-14
FAM86C1P	0.2080691210435539	3.934866872286105e-14	8.772976783107926e-14
CCN3	-0.519501613309731	3.9532507433697386e-14	8.811553694671773e-14
POP5	0.2615534206233221	4.0560549411044805e-14	9.038225790281764e-14
MBD1	-0.16719259881807869	4.2497800639944843e-14	9.46732032298826e-14
TLE5	-0.19053346051556908	4.3237496144077736e-14	9.629471333098919e-14
MIER2	0.17643714174316205	4.4354901454987154e-14	9.875630927778424e-14
GATAD1	0.21974919469745124	4.5491370486097027e-14	1.0125899428877482e-13
PSMD3	0.2366840774370882	4.556116224704983e-14	1.0138664968629412e-13
CCNL2	0.24292334563484808	4.57823867413672e-14	1.018511246397492e-13
DEGS1	0.381737925650393	4.615202880125931e-14	1.0264543741852131e-13
VASH1	0.2573038419002929	4.737964609194193e-14	1.05346994816708e-13
PRRG2	-0.31372525677420526	4.8832842563003936e-14	1.0854850901416232e-13
NGB	-0.2203751780955443	4.939686803993086e-14	1.0977231460523496e-13
TPI1	0.2261313518705208	5.022487855049654e-14	1.1158193438058787e-13
FCGR2B	-0.5030623902152849	5.037801239237515e-14	1.1189163886221452e-13
BBS9	0.2041961691620866	5.1214379291170565e-14	1.1371824982118502e-13
ETNK1	-0.5466281457702937	5.1311545430627995e-14	1.139029647818544e-13
H2AC4	0.1239338988532861	5.395259515529212e-14	1.1973303320274388e-13
MYH10	0.5079344657320721	5.5052199186835437e-14	1.2214004115805118e-13
CENPM	0.34260045234379444	5.519937106841655e-14	1.2243322668386675e-13
BHLHE41	-0.31280170097305593	5.5877516180550694e-14	1.2390364064090004e-13
KCNF1	-0.19141269298217	5.698336883100742e-14	1.2632140168767124e-13
PBX1	-0.37106110971517037	5.79105464030938e-14	1.283418663689996e-13
EPN3	-0.2886539713875287	5.828388004719481e-14	1.2913413227422255e-13
CTNNAL1	0.35824346133335716	5.836492253207526e-14	1.292785413737106e-13
G3BP2	-0.27279947089321865	5.86533786802795e-14	1.2988216925695586e-13
S100A10	-0.24008428752783395	5.944626495715809e-14	1.3160217689102996e-13
DPP4	-0.4890841584520409	5.951319717115988e-14	1.3171456918733892e-13
PRPF3	0.2174934733764342	5.979142818979514e-14	1.3229441985301128e-13
OAZ1	0.17872468397684216	5.997138528572251e-14	1.3265657402099694e-13
GLRX5	-0.2013657459911986	6.050538371514812e-14	1.338014577733357e-13
METTL3	0.20985343969423909	6.061203068372236e-14	1.340009327296944e-13
RBP1	0.7480398765548308	6.167754466619361e-14	1.3630991881529757e-13
PLEKHA4	0.3829443805695343	6.168989821951374e-14	1.3630991881529757e-13
HEY1	-0.2899755109725062	6.267602076469232e-14	1.384513128792295e-13
DGUOK	0.16768597044637268	6.273029420479579e-14	1.3853364972218993e-13
NPTX2	0.8966182907386324	6.458735605774518e-14	1.4259614319007462e-13
ATP1B1	-0.40858830536120117	6.49228283804182e-14	1.4329797629253193e-13
NKIRAS2	0.18110269885931451	6.563653100548884e-14	1.4483403497528532e-13
FYB1	-0.4764867674237996	6.610158437009434e-14	1.458207393156196e-13
BECN1	-0.2305658654089573	6.665830066840507e-14	1.47009064180469e-13
TCP11L1	-0.19543016399198532	6.723171733768809e-14	1.4823356725779766e-13
NBAS	0.2088721428462863	6.793627864603558e-14	1.4974647949324966e-13
EML1	-0.565867177800417	6.975466644602866e-14	1.5371302781738442e-13
ZNF174	0.19112081244499368	7.175873759569295e-14	1.5808649707145222e-13
PFAS	0.2299556853879965	7.184313640841575e-14	1.5822965367356214e-13
CSNK1D	0.23374872855876916	7.26019761869395e-14	1.5985774221760873e-13
DIAPH1	0.2772222811182061	7.332999028766472e-14	1.6141709639497024e-13
DYRK3	0.25662029293687905	7.382625770684475e-14	1.6246561546126868e-13
NVL	-0.2937512275917582	7.447305834334816e-14	1.6384474957881863e-13
SPAST	0.21467749309474016	7.47932304145541e-14	1.6450473269856987e-13
CDC42BPA	-0.29344479610964846	7.702405585485172e-14	1.693656317218529e-13
C1QBP	0.31217944583866597	7.768624220430801e-14	1.7077561039193578e-13
IREB2	-0.22897776264363046	7.802912023280669e-14	1.7148309082447188e-13
SLC25A3	-0.17322246283269394	7.847129485779388e-14	1.7240835313997367e-13
CDX1	-0.506156554524237	7.892907538660849e-14	1.7336739496643466e-13
KCNMB1	-0.658327070247319	7.964231164306726e-14	1.7488687620031125e-13
ASPH	0.38421861494262277	8.214103023481394e-14	1.8032523043736497e-13
CCNC	0.27433366581733765	8.673747363097568e-14	1.903645765200164e-13
MRPL2	0.3170793107546066	8.715802227076431e-14	1.9123605909651544e-13
PSMC6	0.18880266177805005	8.921900017050454e-14	1.9570541921653876e-13
METTL8	0.2316819895350264	9.099441883612646e-14	1.995461569148532e-13
SSR3	0.23217415316882395	9.375365225722784e-14	2.055417035900322e-13
TRPV1	-0.22942208033308376	9.5256496704443e-14	2.0874661585303789e-13
SRPRA	0.24644626311990603	9.526674001195827e-14	2.0874661585303789e-13
EGLN2	-0.17616634612875437	9.692448747072595e-14	2.1232194849434023e-13
PIAS4	0.22422583741138968	9.750666001932117e-14	2.1353984748654886e-13
CRIPT	0.2506513395719807	9.78747655684588e-14	2.1428841069784275e-13
ATP9B	-0.2351761796226315	9.849824903330584e-14	2.1559554965683838e-13
FOXN3	-0.26512358800502245	1.009449483668624e-13	2.2089161768033342e-13
ZNF3	0.20584333004700994	1.0106646976197376e-13	2.2109816431955012e-13
RAP2C	0.22231218846636303	1.0184350178785604e-13	2.2273824371155096e-13
UQCRQ	-0.20446725090267748	1.0701127517613007e-13	2.3397769825872924e-13
DNAJC13	-0.19662361130065165	1.0998867927992492e-13	2.4042321551826935e-13
YBX2	-0.38794808596038877	1.1860186548059734e-13	2.5918117506071e-13
SLC30A5	0.23390061343107238	1.211554449332e-13	2.6469054175888657e-13
RHOG	-0.21647083422048574	1.268115241542746e-13	2.7697322710618705e-13
MRPL48	0.2357882106005924	1.3223573545085326e-13	2.887430354204189e-13
TRIOBP	-0.26724152108199206	1.3603188873422055e-13	2.96952547895838e-13
APOLD1	0.7475442494765474	1.3615796131893536e-13	2.971481592897708e-13
PF4	0.4547419577927716	1.3636817832497494e-13	2.975272517189346e-13
CAV1	-0.6326377757498385	1.3732081830711305e-13	2.9952552151623775e-13
RAD23B	0.228227089519363	1.389156370790919e-13	3.0292307373762913e-13
LHPP	-0.2996087094400952	1.397392199594283e-13	3.0463748085858243e-13
TRIM24	0.2484901806484361	1.4059700141427731e-13	3.064255053556956e-13
LTA4H	0.2364867644040256	1.4387110608102872e-13	3.134774447738778e-13
DNPH1	0.21885596894841797	1.4428443748697928e-13	3.1429400723907886e-13
TOMM70	0.28250168119138586	1.4823768909145416e-13	3.228190615730251e-13
PCOLCE	0.4917147280969232	1.4983300371867705e-13	3.2620602385880287e-13
BTG3	0.3333322097367315	1.5439115778183497e-13	3.360399425117984e-13
CBR3	0.4579741721911441	1.5508553715566484e-13	3.3746115948772034e-13
GCA	0.2214768959778528	1.5622552755720284e-13	3.3985099414405925e-13
PKN1	0.2297232417884265	1.5816280800789904e-13	3.439735047921989e-13
TRMU	0.2308419974436271	1.588511339327604e-13	3.45378305874617e-13
HNF1A	0.22599571483424707	1.607018244380576e-13	3.493089270060633e-13
DUOX2	0.9270416864016129	1.6381435732813496e-13	3.559795194311925e-13
TOGARAM1	-0.3115870932502762	1.688342443731517e-13	3.6669869597095964e-13
TMEM186	0.1933635079078151	1.6883709747000128e-13	3.6669869597095964e-13
BTC	-0.27891801806855554	1.809036793400514e-13	3.928015142398292e-13
ZNF354A	0.2318823039394733	1.8167498835767293e-13	3.943711987551083e-13
CREB3L1	-0.43472238509386774	1.8929107622717957e-13	4.107944021771735e-13
KDM4A	-0.21213172422499404	1.934942318645624e-13	4.1980417877111795e-13
UBA1	0.24842379507263246	1.9402576905434295e-13	4.20845353213692e-13
PRR3	0.16566084685578275	1.944985856832128e-13	4.2175864149348086e-13
LZTFL1	0.2753934850488031	1.9807109470316236e-13	4.29391154758199e-13
SRI	-0.44031715889262557	1.9988396154160404e-13	4.3320595813897115e-13
ACSL1	0.43961102659965334	2.043619808285343e-13	4.427933479850375e-13
SMU1	0.18915071897532965	2.0495449706488525e-13	4.4395911658207064e-13
PLAT	-0.4355142815285742	2.0649834377428198e-13	4.471844282265809e-13
CSTF1	0.16844938549939048	2.0935269620301537e-13	4.5324525009521043e-13
ZNF264	-0.2716989547468591	2.1658147009471233e-13	4.687708897215965e-13
DOLPP1	-0.23496199284643904	2.1690974266226225e-13	4.693567426858138e-13
TAF6L	0.19968705600955694	2.1819089470855129e-13	4.720036105601233e-13
CDS2	0.25004803337123693	2.1867543145349044e-13	4.729262449348444e-13
ZKSCAN5	0.1810126013254454	2.195096285995395e-13	4.746043946557833e-13
GALT	-0.24522411827498836	2.2058014425047278e-13	4.767924656490988e-13
FGD2	-0.23590887104661462	2.2136100395799842e-13	4.78353439738459e-13
PPY	-0.28168452538099586	2.2232938196641017e-13	4.803186992694264e-13
SKI	0.28467895376637653	2.3299907919434656e-13	5.032360181168116e-13
SCAMP4	0.18470553819220026	2.3429798152297507e-13	5.059073268231913e-13
WAC	-0.13153025095223114	2.499772352428461e-13	5.396197324487292e-13
MYO18A	-0.23800179430333124	2.520605432576874e-13	5.439728196522496e-13
RANGRF	0.2170574604497526	2.559753640301628e-13	5.522751499819425e-13
DOCK6	0.2149952699978721	2.638488091034224e-13	5.691116848554233e-13
ZMYM5	0.23986124218371074	2.7160999650354556e-13	5.856972377632687e-13
MYCBP2	0.28391640715770805	2.754067246193268e-13	5.937273542124059e-13
PWP2	0.16998322231067053	2.877442340612691e-13	6.201607414348801e-13
GRN	-0.29797964200944627	2.8864131354164306e-13	6.219296837786487e-13
RCAN3	0.16047591348414159	2.8925262605000896e-13	6.230821172829825e-13
FBXO3	-0.18828812164219233	2.91977944245334e-13	6.287865400780198e-13
SDF2	-0.18405857924808977	2.922940885161211e-13	6.293010640205735e-13
GLRX	-0.3842921597206761	3.0843358113634165e-13	6.638735479873344e-13
USP33	-0.20938829253911528	3.0856960061523526e-13	6.639909362063776e-13
RHOD	0.3587083369245585	3.1357426794604445e-13	6.745820246811817e-13
RO60	0.19746427831632296	3.1611579855700606e-13	6.798700560678392e-13
KDELR1	0.22813634490295698	3.251437301677986e-13	6.991019148119765e-13
SLAMF7	-0.3217146026750992	3.2692010019280325e-13	7.027359262651421e-13
S100B	-0.4312996260975277	3.2723256122746227e-13	7.032220837137632e-13
AREG	0.5584648249689179	3.417348146956035e-13	7.341937793183424e-13
BRD3	0.195869187685906	3.495400404726461e-13	7.50764836534421e-13
SYPL1	0.20426676679118394	3.5550094469275865e-13	7.633668506722768e-13
ARAF	-0.20353838201414298	3.61025108192049e-13	7.750246592879365e-13
NPEPPS	-0.16284121568400778	3.7145789394758576e-13	7.972110555119506e-13
RNF25	0.15157036938767998	3.822358394845858e-13	8.201263443812243e-13
STAMBPL1	0.29671435057452644	3.853030311233259e-13	8.26489707982096e-13
CEBPG	-0.24177723612771906	3.925695583170247e-13	8.418550870330091e-13
CAMSAP2	0.32836503908946035	4.1547757506973584e-13	8.907463191905492e-13
SESN1	0.4603208234312026	4.2549160440042017e-13	9.119755613516633e-13
SIPA1	0.2757784500339273	4.259292058627216e-13	9.126734416448378e-13
RPL6	0.15312449432297015	4.310741673202808e-13	9.23455149708982e-13
ZNF135	-0.169151088110703	4.397998848382053e-13	9.418999373315468e-13
TXN2	-0.1986167204072018	4.405209440047676e-13	9.4319631442324e-13
TRAPPC10	-0.24308853560412924	4.5344941650626276e-13	9.70622352274635e-13
HEPH	-0.282400361642023	4.600140457035822e-13	9.844155615647298e-13
HHAT	-0.18154974606491336	4.616041067618655e-13	9.87558904174965e-13
HIRA	0.23187430705788792	4.630570132155927e-13	9.904072442766047e-13
GNB2	0.20208592663225033	4.665794656973312e-13	9.976793665619395e-13
ATP13A2	0.21955115064809938	4.76199100519638e-13	1.017981760266141e-12
ESD	0.20355498313719345	4.786346040284299e-13	1.0229198500465973e-12
ATP6AP1	0.26951789388932035	4.832173512363655e-13	1.0324431555388418e-12
PELI1	-0.2421991586058212	4.855756043020991e-13	1.0372098556901196e-12
GPS1	0.17686704383456853	4.859760159549076e-13	1.0377931221217353e-12
TMED9	0.2032890175936739	5.007389213593317e-13	1.0690388970807423e-12
TAF9	0.25270320974544624	5.032815908627644e-13	1.0741858784548631e-12
SFN	-0.48187341779735426	5.259075464992358e-13	1.1221839739257063e-12
SMCO4	-0.3512011095766212	5.559928226915023e-13	1.1860695057887573e-12
SNURF	-0.46552942310641043	5.578433639255281e-13	1.1897057243206304e-12
PIK3C2B	-0.23155255949409437	5.632343587452495e-13	1.2008887465764097e-12
RALGPS1	-0.2547206856850588	5.873283665131531e-13	1.2519327383509506e-12
SLC6A12	-0.25355208522050443	6.08532634994673e-13	1.2967919567394327e-12
FAM110D	-0.217158802824593	6.239572421662505e-13	1.3293143964477844e-12
MIS18BP1	0.28795449250835325	6.43013696525673e-13	1.3695553091969967e-12
SMAD1	-0.1714480744234672	6.498715940111461e-13	1.3838002664219569e-12
UBXN4	0.25240656379481585	6.536680655234182e-13	1.3915206546369737e-12
LBH	0.22453772110987114	6.539621549865789e-13	1.391783129011656e-12
C6orf15	0.3548789346191521	6.581574555825139e-13	1.4003459805592443e-12
THAP11	0.16307873363444791	6.592507966626649e-13	1.402306119030033e-12
TMEM45A	0.46924702450855893	6.649040745555331e-13	1.4139622399668683e-12
CENPS	0.17512524463395174	6.942213249262328e-13	1.47592214370568e-12
PEX16	0.19282606755969756	7.072917691496408e-13	1.503317847365786e-12
ZNF195	0.24647137640286587	7.140602135878953e-13	1.5173081305157129e-12
LRRFIP1	-0.3072866779549148	7.155109900362181e-13	1.5199945406165644e-12
ARG2	0.35465215799867256	7.241509899437032e-13	1.5379479846367575e-12
SEC62	-0.18801813526345512	7.286443944875191e-13	1.5470878506198002e-12
RNF19A	-0.21485941232566663	7.312133238271149e-13	1.5521378942086895e-12
FBLN5	-0.4425431870463381	7.407100483286784e-13	1.5718870270391666e-12
EYA2	-0.34298357426500914	7.49946237199265e-13	1.5910731285958894e-12
PPIP5K2	-0.2568539537090979	7.563653637429304e-13	1.6042741668769236e-12
NLRX1	-0.1760513639562351	7.658974440253687e-13	1.624069287369953e-12
PTPN22	-0.30942511369086834	7.908965837110128e-13	1.6766431479347146e-12
UIMC1	0.21137670813759435	7.953487176026475e-13	1.6856428347838685e-12
HMGN4	0.1726942429104632	7.962315267480277e-13	1.6870750679848356e-12
PANK2	0.22190883829366115	8.001521708734262e-13	1.694941523381219e-12
RPS14	0.14589759903652677	8.026504758984396e-13	1.6997917692558173e-12
CROCC	0.16752079345077497	8.045084796037634e-13	1.7032838660148265e-12
GTF2I	0.19212675672479396	8.082429903269071e-13	1.7107460073179133e-12
SVIL	-0.38896397277622796	8.111777214554236e-13	1.7165118805869247e-12
QPRT	0.6751887848559885	8.119740709687496e-13	1.7177509616626012e-12
IPP	-0.2698927514693006	8.365984181530921e-13	1.7693850271293923e-12
FIG4	-0.20217073403755847	8.634153480533329e-13	1.8256283526950207e-12
HOMER3	0.26767565251118874	8.643607576530737e-13	1.8271532591737737e-12
VPS33A	0.18267785976130657	8.651503064960771e-13	1.8283479895322956e-12
GPR89B	0.27188867407587747	8.656141463591045e-13	1.8288539483226196e-12
CYREN	0.19680314342674876	8.87511247515817e-13	1.8746317148798324e-12
RBM17	-0.18407233428766112	9.032118579198343e-13	1.9073007074860663e-12
FAM111A	0.26179301390386733	9.144743135612692e-13	1.9305832075675607e-12
BRD4	0.21877306320651257	9.182710783357233e-13	1.938096611592284e-12
PSME2	0.28859923341864047	9.352746806387133e-13	1.9734731674067517e-12
PTGDS	-0.6843340593769298	9.556537618322843e-13	2.0159519816648422e-12
SBNO1	0.19391992776217126	9.696635735737524e-13	2.0449763097961977e-12
TLR2	0.3299409130609341	9.799365783900814e-13	2.066106902277044e-12
HSPA14	0.2288366728957616	9.905320609048385e-13	2.0879063022021543e-12
ADSS2	0.2167549291992028	1.0205674313892754e-12	2.150660459889114e-12
H2AZ2	0.1978857358660866	1.0482570205995935e-12	2.208440139830943e-12
CCDC25	-0.22972649108496945	1.06875578350631e-12	2.2510444248624758e-12
EFCAB14	-0.20100450794133984	1.0717565240329292e-12	2.2567813732155917e-12
RAB4A	-0.18953739109324985	1.0842851067393192e-12	2.2825728067214443e-12
LEFTY1	-1.0372575185328277	1.1070626202417603e-12	2.32992078831356e-12
ITCH	-0.2501457791930637	1.1280016259100444e-12	2.3733760003978705e-12
EIF4B	0.2265802680218414	1.1974961410534264e-12	2.518945806258227e-12
RIN1	0.19197698534061125	1.204003522373651e-12	2.5319805687284856e-12
IFT74	-0.2945393387583142	1.2161627041200001e-12	2.556891092846719e-12
PCTP	-0.24633862227099979	1.2351839512224938e-12	2.5962120243776377e-12
H4C4	0.19792222159408457	1.2903045712430104e-12	2.711369765616114e-12
PTPA	0.16970834227378262	1.3095742179406309e-12	2.7511524367100286e-12
GSTM3	-0.6385048528203887	1.3156438669978986e-12	2.763191204166463e-12
FNTB	0.1891299394412389	1.3244853248904833e-12	2.7810437806061703e-12
EPN1	-0.21005006961182993	1.353054018387254e-12	2.840298092693903e-12
HBP1	-0.2318463532026538	1.3904501819799527e-12	2.9180475232950384e-12
TRA2B	0.17907278407819227	1.4005505795802865e-12	2.938487814881502e-12
HHEX	-0.361964146884314	1.419797925637417e-12	2.9781038084991796e-12
CMPK1	-0.26834982483607916	1.428600955341308e-12	2.9957975257530413e-12
TSC22D1	-0.31411075453357107	1.4411359652700774e-12	3.0213061438090713e-12
ISCU	-0.1988966260792111	1.4417458936705208e-12	3.0218074299179718e-12
PSD3	-0.29080841931273227	1.4888478112544146e-12	3.119727645644697e-12
GAL	0.9249407165325945	1.5204351247427292e-12	3.185096614788817e-12
SPARC	0.555104441389151	1.5417183298088885e-12	3.2288518811649018e-12
GUF1	0.2570207236971882	1.588467581109221e-12	3.325905015020309e-12
ANGPT1	-0.3137222778528752	1.6260356205129223e-12	3.4036897692164924e-12
HOXB13	-0.6345012994661099	1.6339727830623939e-12	3.4194258369736636e-12
SUPV3L1	0.18747308519855288	1.648994765286595e-12	3.449976467861479e-12
SNRNP70	0.18261570558335727	1.6734413470343313e-12	3.500224213804611e-12
ARHGAP11A	0.27995696456502195	1.6947918737843098e-12	3.543972024497906e-12
ACP2	-0.1936960635763656	1.7150463039249647e-12	3.5854059339878237e-12
GFER	-0.2375789108587636	1.7190754991483204e-12	3.5929074743677004e-12
MDK	0.3678858625486736	1.7269022249216153e-12	3.6083400592016007e-12
RGS10	-0.32279286649840433	1.7639090402231034e-12	3.684720525193045e-12
SLC6A1	0.1877333139365378	1.853349181726985e-12	3.8705644494856994e-12
RPL21	0.27569193439895123	1.8544493481870544e-12	3.871869776678531e-12
POR	0.24689064873934008	1.9158556203526454e-12	3.999054162462528e-12
VCL	-0.4481783643060666	1.9467627484339775e-12	4.062527435848523e-12
TMEM47	-0.49959623009983467	1.9486927028712095e-12	4.065513782820657e-12
ADGRE5	0.2578611651205751	1.965240978750053e-12	4.0989886705488055e-12
GGA1	-0.21823852328803284	1.965811597205083e-12	4.099129658552769e-12
WIPI1	-0.3062784470749538	2.0214303555551358e-12	4.214028131854388e-12
COMMD10	0.2657505220582692	2.023283683908137e-12	4.216812977024913e-12
ARSL	0.4807512677221153	2.0700487749427752e-12	4.31317501074116e-12
ELAPOR1	-0.6762990301842571	2.1244332124511143e-12	4.425359470415167e-12
TNS2	-0.33564885389475485	2.126349816489536e-12	4.428219947501464e-12
BCAT2	-0.2608262046536094	2.1561105665034452e-12	4.4890508447717365e-12
LIMS2	-0.47790591769897617	2.225168523304593e-12	4.631647074434004e-12
GMFG	-0.39050312993996705	2.245222790385912e-12	4.672196250984371e-12
PGAP6	-0.2995115947461837	2.2705640611831078e-12	4.723723904667129e-12
ADIPOR1	0.18251782519910265	2.3219849814180506e-12	4.829467997339381e-12
ATF5	0.28318396969010706	2.3406157552865365e-12	4.866975705493745e-12
CLPB	0.18321404991999568	2.414161522254365e-12	5.018623021645618e-12
HNRNPA3	0.27107084247054125	2.4693714989044563e-12	5.13208578030411e-12
GPR35	0.2873386116480674	2.5052440300591084e-12	5.205311983924445e-12
PKN2	-0.30518255004718586	2.5233838238138936e-12	5.2416657609634e-12
ADAM15	0.2132295289855266	2.532047099979927e-12	5.258321054469018e-12
DOCK9	0.24604754123410366	2.561124751959477e-12	5.316658616510273e-12
PPP6R1	0.24089081579636407	2.5614433339574592e-12	5.316658616510273e-12
STAT1	0.44569974712319294	2.56575382115428e-12	5.3242495259959834e-12
PPP4R1	-0.23333369164586237	2.5697354352621268e-12	5.3311542927574004e-12
LPIN2	-0.24763068567389102	2.601199394323433e-12	5.3950557048464385e-12
CLK4	-0.24586311743651645	2.6327363951036456e-12	5.4590760518319614e-12
CENPJ	0.22982482854250996	2.7088650538769163e-12	5.615502753508774e-12
CSF1R	-0.38795878160023456	2.7909522984685297e-12	5.784198952243146e-12
MRC1	-0.4467351647044344	2.802965222565915e-12	5.807618509710053e-12
CD14	-0.44951160228402287	2.8986356812951577e-12	6.0043167683971125e-12
RAB40B	-0.3232517896163394	2.9351121325675354e-12	6.078330055474674e-12
IKBKG	0.2242309460602927	2.9432544706509785e-12	6.093643465786286e-12
RBFA	0.19101221792120704	2.949134197168437e-12	6.104265830003961e-12
PCBP2	0.2158192635332572	2.9749694723346834e-12	6.156177305753006e-12
CHSY1	0.21558333238581184	3.050965867374187e-12	6.311835707852818e-12
CD9	-0.24973143735194725	3.0994179756998947e-12	6.41044596040062e-12
IL6ST	-0.29743747440559876	3.1107042753795633e-12	6.432156594790171e-12
PRMT2	-0.2592123205168919	3.127207232077721e-12	6.464640216692377e-12
FANCE	0.1987265265486542	3.141669052829335e-12	6.492888945347769e-12
IL1R1	-0.3585533361615152	3.172388491037446e-12	6.554714455746488e-12
HMGB2	0.26100351988228976	3.2135450115155397e-12	6.638068009845408e-12
PLAUR	0.4284389108356006	3.3327615042519706e-12	6.8825832483905996e-12
NDFIP1	-0.17664940009388452	3.3619889868999198e-12	6.941182734797934e-12
APOOL	0.22496744554437864	3.3976994255165646e-12	7.013133895272159e-12
BRD9	0.18184110804136377	3.4480348087394675e-12	7.1152280720227704e-12
TERF2	0.1817483508303983	3.5262232351433137e-12	7.274732441312117e-12
NRF1	0.17890228787496465	3.5391610793769687e-12	7.299575711425695e-12
CRNKL1	0.24266186083175167	3.556340695727347e-12	7.333152917379085e-12
TAF15	0.26754707614778894	3.5812796132179064e-12	7.382708719482093e-12
ENTPD1	0.29861145914828313	3.591118510483135e-12	7.401119054609779e-12
DENND10	-0.24375224894359526	3.640587735779141e-12	7.501175590104732e-12
EP300	-0.21840308976982925	3.7018677590949895e-12	7.625510710026559e-12
FARP1	0.3804722750234024	3.720373589363522e-12	7.661694308749897e-12
BMP8B	-0.2810003714873055	3.745794260985702e-12	7.71209637007895e-12
EPS8L3	-0.3329013378426051	3.76878287190432e-12	7.75746694194198e-12
CD40	0.39319490450793637	3.828871776390922e-12	7.879160632780208e-12
CACYBP	0.2782412342264813	3.857179817824732e-12	7.935409829703042e-12
WDR73	0.19821133525163148	3.922104135157069e-12	8.066942604087571e-12
MANBA	0.2778701609435563	3.980197877307134e-12	8.184363487806167e-12
ATP7B	0.2897130173443392	4.140661495731459e-12	8.512172181815252e-12
GTF3C1	0.17691344989519742	4.229547595771414e-12	8.692707025962484e-12
NBPF14	-0.27464216662593977	4.245490493093359e-12	8.723273330362526e-12
NES	0.4191536781476364	4.336274838875274e-12	8.907563312829496e-12
SNX7	-0.252670060264121	4.414666603142884e-12	9.066310017391976e-12
SELENOW	-0.33466963824315066	4.446121840439492e-12	9.128608434805096e-12
CEP112	0.248969364705113	4.447535739896235e-12	9.129211270633355e-12
SLC25A4	-0.40138313451291197	4.616208981015137e-12	9.473051368998325e-12
AGR2	-0.5572264992854112	4.624331693587114e-12	9.48733106018162e-12
TRIM15	-0.40680360002341676	4.643405410622228e-12	9.524065112298146e-12
SRD5A3	0.3217048673270311	4.665870747473461e-12	9.567735460785413e-12
MRPS11	-0.2139523129133245	4.747964582959038e-12	9.733626009190743e-12
LYST	-0.23469035651527026	4.758229289004174e-12	9.752215914510817e-12
SFXN3	0.17509905131849557	4.786708902374316e-12	9.8081193979e-12
CRYZ	0.3812157685433366	4.825472433063532e-12	9.885061552799074e-12
VPS13A	-0.19484445412324902	4.896700180178218e-12	1.0028451814092059e-11
RNF126	0.18406920761740952	4.964642583094406e-12	1.0165043319004099e-11
FAT1	0.30332259276637075	5.026494038609666e-12	1.0289098196591352e-11
SLC33A1	0.21690594567126453	5.0921282004874495e-12	1.0420831920083432e-11
YWHAQ	0.2065471937112786	5.214569640091123e-12	1.0668724076601195e-11
WDR1	-0.22309297859035038	5.282055598692579e-12	1.080408410485588e-11
NUPR1	-0.5134360989049878	5.2993561415374265e-12	1.0836751116032243e-11
PNPLA4	-0.1987003850117075	5.514274139798251e-12	1.127341193306973e-11
RPS25	0.1435137839295546	5.53420149622827e-12	1.1311313767936838e-11
PRRC2C	0.30658230530770325	5.5712923149852e-12	1.1384268072922367e-11
TYMP	0.38895155435105266	5.6972395843007096e-12	1.163870778953785e-11
SERGEF	0.22251024810177356	5.9382854119451835e-12	1.2128092185950202e-11
DHX40	0.20716065952129092	5.942306487482454e-12	1.2133263735027441e-11
AOC3	-0.4060377449206074	6.001576409034421e-12	1.2251213967239855e-11
OSTM1	-0.238691379059631	6.16322844605639e-12	1.2578048737018163e-11
NUDT15	0.23096823581350634	6.168489244692384e-12	1.2585633163494804e-11
CMTR1	0.1635998867658941	6.344608645015493e-12	1.2941731125965269e-11
CD83	0.31122987455103157	6.46758360446398e-12	1.3189273972166409e-11
MAP3K7CL	0.25881562556385695	6.592402019061591e-12	1.3440451351847112e-11
HEXB	0.19092578599716248	6.688484506964139e-12	1.3632931527576481e-11
MRPL49	0.18045975871638475	6.816125379551855e-12	1.3889623835450878e-11
CAPZB	-0.2099755043851257	6.927524642087166e-12	1.4113099577092077e-11
TBC1D1	-0.3043770889985371	6.954236777330987e-12	1.4163977880147517e-11
TRPA1	-0.25419899729604367	7.02876455354822e-12	1.4312194489471377e-11
SNX5	0.26422227327903336	7.204768098787573e-12	1.4666201703303747e-11
TNFRSF1B	0.279130127580725	7.2062181396524985e-12	1.4666201703303747e-11
SRSF7	0.20613796168704468	7.268920453001817e-12	1.4790120542200202e-11
KATNBL1	-0.21269820692950336	7.29529970975283e-12	1.4840089199894115e-11
IL17RA	-0.19203433646198054	7.3592201239002e-12	1.4966380032359052e-11
AEBP1	0.5935852419869452	7.39774802620749e-12	1.5040980205979247e-11
